timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1765098080476,139,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,2469,292,5,5,http://api.demo.com/api/checkout,139,0,10
1765098080574,132,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,3862,309,5,5,http://api.demo.com/api/checkout,132,0,5
1765098080657,114,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,3354,361,5,5,http://api.demo.com/api/checkout,114,0,9
1765098080741,113,HTTP Request - /api/checkout,200,OK,Thread Group 1-2,text,true,,2207,302,5,5,http://api.demo.com/api/checkout,113,0,10
1765098080822,84,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,1260,266,5,5,http://api.demo.com/api/users,84,0,8
1765098080935,150,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,1361,431,5,5,http://api.demo.com/api/users,150,0,9
1765098081045,123,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,1185,439,5,5,http://api.demo.com/api/orders,123,0,5
1765098081128,146,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,2448,313,5,5,http://api.demo.com/api/inventory,146,0,7
1765098081236,137,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,1637,471,5,5,http://api.demo.com/api/orders,137,0,2
1765098081333,145,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,4078,436,5,5,http://api.demo.com/api/orders,145,0,4
1765098081449,98,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,3037,265,5,5,http://api.demo.com/api/checkout,98,0,7
1765098081536,94,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,1441,314,5,5,http://api.demo.com/api/orders,94,0,10
1765098081620,138,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,3333,354,5,5,http://api.demo.com/api/products,138,0,8
1765098081722,126,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2970,287,5,5,http://api.demo.com/api/orders,126,0,8
1765098081807,117,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,3697,490,5,5,http://api.demo.com/api/users,117,0,4
1765098081922,115,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,2188,445,5,5,http://api.demo.com/api/checkout,115,0,8
1765098082024,145,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,1547,390,5,5,http://api.demo.com/api/inventory,145,0,8
1765098082131,141,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,3667,424,5,5,http://api.demo.com/api/checkout,141,0,6
1765098082241,125,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2360,369,5,5,http://api.demo.com/api/orders,125,0,6
1765098082337,81,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,1965,306,5,5,http://api.demo.com/api/products,81,0,8
1765098082442,86,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,2829,493,5,5,http://api.demo.com/api/users,86,0,2
1765098082561,137,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,3908,429,5,5,http://api.demo.com/api/products,137,0,4
1765098082663,138,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,3738,427,5,5,http://api.demo.com/api/products,138,0,6
1765098082748,96,HTTP Request - /api/checkout,200,OK,Thread Group 1-2,text,true,,1115,390,5,5,http://api.demo.com/api/checkout,96,0,7
1765098082853,150,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,1361,390,5,5,http://api.demo.com/api/inventory,150,0,5
1765098082943,119,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,1460,296,5,5,http://api.demo.com/api/users,119,0,7
1765098083028,135,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,1320,385,5,5,http://api.demo.com/api/checkout,135,0,8
1765098083142,86,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,3641,494,5,5,http://api.demo.com/api/products,86,0,8
1765098083256,96,HTTP Request - /api/products,200,OK,Thread Group 1-2,text,true,,1475,466,5,5,http://api.demo.com/api/products,96,0,10
1765098083340,125,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,3343,496,5,5,http://api.demo.com/api/inventory,125,0,4
1765098083452,91,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,1238,414,5,5,http://api.demo.com/api/orders,91,0,4
1765098083538,101,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,2815,472,5,5,http://api.demo.com/api/inventory,101,0,3
1765098083656,84,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,1140,448,5,5,http://api.demo.com/api/users,84,0,2
1765098083755,90,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,1109,469,5,5,http://api.demo.com/api/orders,90,0,1
1765098083836,84,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,1659,417,5,5,http://api.demo.com/api/orders,84,0,3
1765098083931,97,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,1701,371,5,5,http://api.demo.com/api/checkout,97,0,3
1765098084022,120,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,3871,361,5,5,http://api.demo.com/api/orders,120,0,2
1765098084128,87,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,1421,421,5,5,http://api.demo.com/api/users,87,0,6
1765098084222,131,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,3057,289,5,5,http://api.demo.com/api/inventory,131,0,1
1765098084325,144,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2206,317,5,5,http://api.demo.com/api/checkout,144,0,7
1765098084407,123,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,2754,312,5,5,http://api.demo.com/api/orders,123,0,3
1765098084507,127,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,3591,492,5,5,http://api.demo.com/api/checkout,127,0,4
1765098084627,91,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,2291,274,5,5,http://api.demo.com/api/orders,91,0,4
1765098084742,92,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,1991,359,5,5,http://api.demo.com/api/inventory,92,0,5
1765098084846,82,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,2777,270,5,5,http://api.demo.com/api/users,82,0,7
1765098084953,117,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,3172,279,5,5,http://api.demo.com/api/users,117,0,6
1765098085046,103,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,2969,507,5,5,http://api.demo.com/api/users,103,0,1
1765098085133,128,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,3903,316,5,5,http://api.demo.com/api/checkout,128,0,8
1765098085247,125,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,3470,276,5,5,http://api.demo.com/api/users,125,0,4
1765098085353,97,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,3956,354,5,5,http://api.demo.com/api/orders,97,0,8
1765098085437,117,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,1658,445,5,5,http://api.demo.com/api/users,117,0,8
1765098085553,128,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,3402,393,5,5,http://api.demo.com/api/users,128,0,1
1765098085638,121,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,3080,475,5,5,http://api.demo.com/api/inventory,121,0,7
1765098085734,146,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,1072,397,5,5,http://api.demo.com/api/users,146,0,2
1765098085853,107,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,2291,417,5,5,http://api.demo.com/api/orders,107,0,7
1765098085955,142,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,2822,418,5,5,http://api.demo.com/api/orders,142,0,1
1765098086042,116,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,3491,410,5,5,http://api.demo.com/api/orders,116,0,10
1765098086134,142,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,1178,270,5,5,http://api.demo.com/api/products,142,0,7
1765098086217,89,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,1702,446,5,5,http://api.demo.com/api/users,89,0,2
1765098086315,123,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,1069,505,5,5,http://api.demo.com/api/inventory,123,0,5
1765098086401,120,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,3870,480,5,5,http://api.demo.com/api/orders,120,0,10
1765098086492,120,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,1584,396,5,5,http://api.demo.com/api/checkout,120,0,3
1765098086580,142,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,1156,302,5,5,http://api.demo.com/api/checkout,142,0,3
1765098086680,93,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2981,320,5,5,http://api.demo.com/api/orders,93,0,2
1765098086761,102,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2602,404,5,5,http://api.demo.com/api/checkout,102,0,1
1765098086856,141,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,3461,304,5,5,http://api.demo.com/api/orders,141,0,8
1765098086969,146,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,3922,369,5,5,http://api.demo.com/api/users,146,0,1
1765098087052,116,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,3318,261,5,5,http://api.demo.com/api/users,116,0,7
1765098087166,106,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,2860,430,5,5,http://api.demo.com/api/users,106,0,3
1765098087256,97,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,3191,415,5,5,http://api.demo.com/api/users,97,0,6
1765098087370,111,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,3901,319,5,5,http://api.demo.com/api/users,111,0,6
1765098087489,149,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,1289,315,5,5,http://api.demo.com/api/checkout,149,0,4
1765098087602,113,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,2220,510,5,5,http://api.demo.com/api/products,113,0,1
1765098087712,137,HTTP Request - /api/products,200,OK,Thread Group 1-2,text,true,,2937,324,5,5,http://api.demo.com/api/products,137,0,2
1765098087822,140,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,1706,414,5,5,http://api.demo.com/api/users,140,0,7
1765098087930,85,HTTP Request - /api/inventory,200,OK,Thread Group 1-4,text,true,,3913,434,5,5,http://api.demo.com/api/inventory,85,0,4
1765098088019,105,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,2542,392,5,5,http://api.demo.com/api/orders,105,0,5
1765098088137,141,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,1145,345,5,5,http://api.demo.com/api/inventory,141,0,5
1765098088252,93,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,3128,458,5,5,http://api.demo.com/api/users,93,0,8
1765098088338,117,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,2710,438,5,5,http://api.demo.com/api/inventory,117,0,8
1765098088456,130,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,2422,316,5,5,http://api.demo.com/api/users,130,0,10
1765098088544,140,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,1440,345,5,5,http://api.demo.com/api/checkout,140,0,9
1765098088658,88,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,1303,316,5,5,http://api.demo.com/api/inventory,88,0,4
1765098088744,123,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,1429,477,5,5,http://api.demo.com/api/inventory,123,0,6
1765098088855,89,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,3295,457,5,5,http://api.demo.com/api/inventory,89,0,7
1765098088954,125,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,1631,429,5,5,http://api.demo.com/api/orders,125,0,2
1765098089062,114,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,3242,326,5,5,http://api.demo.com/api/orders,114,0,8
1765098089144,127,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,3161,458,5,5,http://api.demo.com/api/users,127,0,8
1765098089229,87,HTTP Request - /api/products,200,OK,Thread Group 1-2,text,true,,2990,434,5,5,http://api.demo.com/api/products,87,0,7
1765098089321,144,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,2649,282,5,5,http://api.demo.com/api/orders,144,0,7
1765098089422,140,HTTP Request - /api/inventory,200,OK,Thread Group 1-4,text,true,,1352,305,5,5,http://api.demo.com/api/inventory,140,0,8
1765098089524,130,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,1621,359,5,5,http://api.demo.com/api/users,130,0,7
1765098089638,85,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,2692,289,5,5,http://api.demo.com/api/users,85,0,10
1765098089723,87,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,2414,440,5,5,http://api.demo.com/api/inventory,87,0,3
1765098089804,137,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,1294,259,5,5,http://api.demo.com/api/products,137,0,8
1765098089891,93,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,1357,406,5,5,http://api.demo.com/api/users,93,0,8
1765098090011,147,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,1094,267,5,5,http://api.demo.com/api/orders,147,0,2
1765098090091,110,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,1655,362,5,5,http://api.demo.com/api/orders,110,0,10
1765098090179,130,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,1185,426,5,5,http://api.demo.com/api/inventory,130,0,7
1765098090280,150,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,2902,412,5,5,http://api.demo.com/api/orders,150,0,2
1765098090364,141,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,1693,481,5,5,http://api.demo.com/api/users,141,0,9
1765098090461,125,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,3067,279,5,5,http://api.demo.com/api/products,125,0,6
1765098090547,142,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,2199,326,5,5,http://api.demo.com/api/inventory,142,0,6
1765098090655,88,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,1412,368,5,5,http://api.demo.com/api/users,88,0,4
1765098090746,111,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,2186,300,5,5,http://api.demo.com/api/inventory,111,0,7
1765098090858,103,HTTP Request - /api/products,200,OK,Thread Group 1-4,text,true,,2859,462,5,5,http://api.demo.com/api/products,103,0,5
1765098090976,134,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,2511,504,5,5,http://api.demo.com/api/checkout,134,0,7
1765098091095,112,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,3333,359,5,5,http://api.demo.com/api/users,112,0,4
1765098091183,127,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,2772,464,5,5,http://api.demo.com/api/inventory,127,0,2
1765098091302,99,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,4008,458,5,5,http://api.demo.com/api/inventory,99,0,8
1765098091390,123,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,1470,337,5,5,http://api.demo.com/api/checkout,123,0,9
1765098091501,123,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,3738,261,5,5,http://api.demo.com/api/orders,123,0,6
1765098091607,137,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,2018,341,5,5,http://api.demo.com/api/inventory,137,0,8
1765098091709,97,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2580,358,5,5,http://api.demo.com/api/orders,97,0,1
1765098091804,136,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,3392,506,5,5,http://api.demo.com/api/checkout,136,0,3
1765098091884,128,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,2486,433,5,5,http://api.demo.com/api/checkout,128,0,2
1765098091993,108,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,2821,507,5,5,http://api.demo.com/api/products,108,0,2
1765098092103,99,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,2341,490,5,5,http://api.demo.com/api/products,99,0,7
1765098092191,120,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,3595,500,5,5,http://api.demo.com/api/users,120,0,8
1765098092300,150,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,1873,292,5,5,http://api.demo.com/api/products,150,0,10
1765098092399,115,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,1343,420,5,5,http://api.demo.com/api/checkout,115,0,10
1765098092508,114,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,3636,309,5,5,http://api.demo.com/api/products,114,0,9
1765098092614,4478,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,4065,337,5,5,http://api.demo.com/api/users,4478,0,1
1765098092732,120,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,3830,433,5,5,http://api.demo.com/api/inventory,120,0,9
1765098092848,122,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,1412,425,5,5,http://api.demo.com/api/users,122,0,4
1765098092948,3193,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,2659,266,5,5,http://api.demo.com/api/checkout,3193,0,6
1765098093057,115,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,3828,259,5,5,http://api.demo.com/api/users,115,0,6
1765098093141,4117,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,1775,408,5,5,http://api.demo.com/api/users,4117,0,1
1765098093258,3498,HTTP Request - /api/checkout,200,OK,Thread Group 1-2,text,true,,3890,437,5,5,http://api.demo.com/api/checkout,3498,0,3
1765098093347,4069,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2482,418,5,5,http://api.demo.com/api/checkout,4069,0,3
1765098093427,85,HTTP Request - /api/inventory,200,OK,Thread Group 1-4,text,true,,1270,317,5,5,http://api.demo.com/api/inventory,85,0,1
1765098093530,132,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,1793,446,5,5,http://api.demo.com/api/users,132,0,4
1765098093649,3899,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,2291,363,5,5,http://api.demo.com/api/products,3899,0,1
1765098093767,99,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,1619,469,5,5,http://api.demo.com/api/users,99,0,7
1765098093869,107,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2514,270,5,5,http://api.demo.com/api/checkout,107,0,9
1765098093987,100,HTTP Request - /api/products,200,OK,Thread Group 1-4,text,true,,2060,465,5,5,http://api.demo.com/api/products,100,0,1
1765098094086,3630,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,2269,506,5,5,http://api.demo.com/api/users,3630,0,3
1765098094197,3552,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,1967,401,5,5,http://api.demo.com/api/products,3552,0,8
1765098094316,132,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,3791,257,5,5,http://api.demo.com/api/inventory,132,0,6
1765098094416,110,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,3692,392,5,5,http://api.demo.com/api/checkout,110,0,4
1765098094502,98,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,2631,289,5,5,http://api.demo.com/api/checkout,98,0,6
1765098094599,3482,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,2492,497,5,5,http://api.demo.com/api/orders,3482,0,1
1765098094681,87,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,1890,415,5,5,http://api.demo.com/api/checkout,87,0,1
1765098094784,4447,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2229,471,5,5,http://api.demo.com/api/orders,4447,0,1
1765098094891,131,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,3834,283,5,5,http://api.demo.com/api/checkout,131,0,5
1765098094979,4923,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,3034,328,5,5,http://api.demo.com/api/checkout,4923,0,4
1765098095073,121,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,1070,341,5,5,http://api.demo.com/api/products,121,0,8
1765098095169,111,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,2027,506,5,5,http://api.demo.com/api/users,111,0,5
1765098095251,149,HTTP Request - /api/users,200,OK,Thread Group 1-2,text,true,,3333,453,5,5,http://api.demo.com/api/users,149,0,5
1765098095364,137,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2753,417,5,5,http://api.demo.com/api/checkout,137,0,4
1765098095444,105,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,3044,469,5,5,http://api.demo.com/api/orders,105,0,8
1765098095543,113,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,2483,324,5,5,http://api.demo.com/api/inventory,113,0,4
1765098095628,3358,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,2965,474,5,5,http://api.demo.com/api/inventory,3358,0,8
1765098095722,130,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,2998,297,5,5,http://api.demo.com/api/inventory,130,0,9
1765098095831,98,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2618,448,5,5,http://api.demo.com/api/checkout,98,0,10
1765098095945,91,HTTP Request - /api/products,200,OK,Thread Group 1-4,text,true,,3745,495,5,5,http://api.demo.com/api/products,91,0,3
1765098096056,110,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,3766,314,5,5,http://api.demo.com/api/inventory,110,0,10
1765098096176,3430,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,2123,443,5,5,http://api.demo.com/api/products,3430,0,2
1765098096275,137,HTTP Request - /api/products,200,OK,Thread Group 1-2,text,true,,3313,371,5,5,http://api.demo.com/api/products,137,0,7
1765098096358,123,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,2122,356,5,5,http://api.demo.com/api/products,123,0,2
1765098096455,141,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,1793,311,5,5,http://api.demo.com/api/orders,141,0,7
1765098096574,121,HTTP Request - /api/checkout,200,OK,Thread Group 1-5,text,true,,1472,317,5,5,http://api.demo.com/api/checkout,121,0,3
1765098096660,4606,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,2888,459,5,5,http://api.demo.com/api/products,4606,0,7
1765098096748,82,HTTP Request - /api/checkout,200,OK,Thread Group 1-2,text,true,,3692,316,5,5,http://api.demo.com/api/checkout,82,0,7
1765098096858,99,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,2617,345,5,5,http://api.demo.com/api/inventory,99,0,2
1765098096940,3580,HTTP Request - /api/checkout,200,OK,Thread Group 1-4,text,true,,3815,350,5,5,http://api.demo.com/api/checkout,3580,0,3
1765098097056,3060,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,1967,263,5,5,http://api.demo.com/api/users,3060,0,9
1765098097142,136,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,2256,350,5,5,http://api.demo.com/api/products,136,0,1
1765098097252,136,HTTP Request - /api/products,200,OK,Thread Group 1-2,text,true,,1745,327,5,5,http://api.demo.com/api/products,136,0,7
1765098097363,4000,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,2259,496,5,5,http://api.demo.com/api/checkout,4000,0,6
1765098097481,85,HTTP Request - /api/inventory,200,OK,Thread Group 1-4,text,true,,2767,325,5,5,http://api.demo.com/api/inventory,85,0,3
1765098097566,131,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,1795,338,5,5,http://api.demo.com/api/inventory,131,0,1
1765098097679,90,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,2051,480,5,5,http://api.demo.com/api/inventory,90,0,6
1765098097763,91,HTTP Request - /api/checkout,200,OK,Thread Group 1-2,text,true,,1774,418,5,5,http://api.demo.com/api/checkout,91,0,6
1765098097872,144,HTTP Request - /api/users,200,OK,Thread Group 1-3,text,true,,1430,503,5,5,http://api.demo.com/api/users,144,0,8
1765098097976,142,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,1776,477,5,5,http://api.demo.com/api/users,142,0,4
1765098098086,107,HTTP Request - /api/inventory,200,OK,Thread Group 1-5,text,true,,3582,382,5,5,http://api.demo.com/api/inventory,107,0,4
1765098098190,135,HTTP Request - /api/checkout,200,OK,Thread Group 1-1,text,true,,2381,409,5,5,http://api.demo.com/api/checkout,135,0,4
1765098098306,109,HTTP Request - /api/orders,200,OK,Thread Group 1-2,text,true,,2358,281,5,5,http://api.demo.com/api/orders,109,0,4
1765098098407,128,HTTP Request - /api/checkout,200,OK,Thread Group 1-3,text,true,,3804,441,5,5,http://api.demo.com/api/checkout,128,0,5
1765098098521,136,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,1146,490,5,5,http://api.demo.com/api/orders,136,0,4
1765098098624,138,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,4045,428,5,5,http://api.demo.com/api/orders,138,0,7
1765098098718,142,HTTP Request - /api/products,200,OK,Thread Group 1-1,text,true,,4050,466,5,5,http://api.demo.com/api/products,142,0,9
1765098098810,110,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,2330,319,5,5,http://api.demo.com/api/inventory,110,0,2
1765098098902,104,HTTP Request - /api/orders,200,OK,Thread Group 1-3,text,true,,2854,316,5,5,http://api.demo.com/api/orders,104,0,4
1765098099016,81,HTTP Request - /api/users,200,OK,Thread Group 1-4,text,true,,1906,453,5,5,http://api.demo.com/api/users,81,0,9
1765098099102,108,HTTP Request - /api/users,200,OK,Thread Group 1-5,text,true,,3471,504,5,5,http://api.demo.com/api/users,108,0,10
1765098099195,135,HTTP Request - /api/users,200,OK,Thread Group 1-1,text,true,,3450,316,5,5,http://api.demo.com/api/users,135,0,6
1765098099288,100,HTTP Request - /api/products,200,OK,Thread Group 1-2,text,true,,2998,504,5,5,http://api.demo.com/api/products,100,0,1
1765098099373,146,HTTP Request - /api/inventory,200,OK,Thread Group 1-3,text,true,,1550,303,5,5,http://api.demo.com/api/inventory,146,0,1
1765098099470,90,HTTP Request - /api/orders,200,OK,Thread Group 1-4,text,true,,2437,329,5,5,http://api.demo.com/api/orders,90,0,10
1765098099571,104,HTTP Request - /api/products,200,OK,Thread Group 1-5,text,true,,1139,279,5,5,http://api.demo.com/api/products,104,0,8
1765098099651,149,HTTP Request - /api/inventory,200,OK,Thread Group 1-1,text,true,,3698,283,5,5,http://api.demo.com/api/inventory,149,0,5
1765098099757,129,HTTP Request - /api/inventory,200,OK,Thread Group 1-2,text,true,,2172,288,5,5,http://api.demo.com/api/inventory,129,0,3
1765098099846,125,HTTP Request - /api/products,200,OK,Thread Group 1-3,text,true,,3845,261,5,5,http://api.demo.com/api/products,125,0,2
1765098099960,112,HTTP Request - /api/inventory,200,OK,Thread Group 1-4,text,true,,1607,324,5,5,http://api.demo.com/api/inventory,112,0,9
1765098100068,134,HTTP Request - /api/orders,200,OK,Thread Group 1-5,text,true,,1110,345,5,5,http://api.demo.com/api/orders,134,0,10
1765098100166,88,HTTP Request - /api/orders,200,OK,Thread Group 1-1,text,true,,1396,324,5,5,http://api.demo.com/api/orders,88,0,8
